respondent_id,h1n1_vaccine,seasonal_vaccine
26707,0.0719394906000652,0.20027935183397583
26708,0.04771123249424937,0.0519595523913962
26709,0.4466751691069695,0.690933906124044
26710,0.4850906502269176,0.8797335815532911
26711,0.21921750412601312,0.4768191481113482
26712,0.4076325459917642,0.9100992326038299
26713,0.3494116758178221,0.5072905049533313
26714,0.15571506360521037,0.310474708213542
26715,0.037042632119876476,0.17252357162326765
26716,0.19110715959775487,0.8548134509567785
26717,0.02196282974484627,0.38567406644359137
26718,0.19184218116775134,0.38340182364953124
26719,0.10370774296332462,0.9293727466576048
26720,0.0735832587259491,0.134041026314435
26721,0.4804295909600726,0.5361800155401905
26722,0.05152720830760858,0.08482763311306289
26723,0.6613542165685595,0.8425631312031802
26724,0.11924204567656167,0.6096253033950119
26725,0.048769195364746484,0.0959417063772027
26726,0.017463051301672954,0.03884709961632767
26727,0.3204395278202117,0.7843184766921693
26728,0.23474400323362446,0.5500835197569456
26729,0.07941425197252544,0.2938577096716241
26730,0.048703154298049944,0.21627658509048495
26731,0.0170787461525138,0.2875883647014866
26732,0.11662482410071066,0.1029095016558076
26733,0.9151150942153389,0.9607626707308166
26734,0.8627103687912597,0.38368318474829516
26735,0.14250702688460515,0.4683342295945059
26736,0.06189911592294108,0.13673136025757804
26737,0.08393423000301926,0.14502191255816105
26738,0.6530014199510646,0.8797067171480561
26739,0.10866916340020867,0.2171954981513485
26740,0.15097899664996997,0.12834925543442718
26741,0.20285822715966081,0.9246969844427263
26742,0.1526256532688637,0.5289849364863094
26743,0.03844850307187167,0.45089500911133473
26744,0.06230371995825237,0.5970941941749845
26745,0.09350516799774183,0.9171277615770799
26746,0.10006812565769599,0.2857430820319913
26747,0.08924458614282245,0.32469008995784276
26748,0.09464211441751032,0.0632895437566363
26749,0.07817224312748039,0.6986042695242675
26750,0.660590261516566,0.9030604034483614
26751,0.3107976642119056,0.702776481557673
26752,0.01913538851054097,0.018138702652156516
26753,0.2069806716035516,0.6415201991708545
26754,0.08949969696897844,0.4921278115778363
26755,0.08962927912381062,0.29768876818081424
26756,0.014281946236222165,0.03174580725511679
26757,0.47041369570426506,0.5010577176276972
26758,0.6430640246051738,0.89435117207025
26759,0.04104643003673479,0.2218547751485894
26760,0.009269675032765885,0.01926512750747047
26761,0.1343685935545081,0.5451921692755144
26762,0.16167169756565797,0.8314237112350628
26763,0.8985751371595921,0.9833923572993065
26764,0.930243821893873,0.9645282055181069
26765,0.03210040084002734,0.7257267461399926
26766,0.14231467938643153,0.13677658053784625
26767,0.7597212780444096,0.7159529697414809
26768,0.012548466102598074,0.38567417731602094
26769,0.13826805185224414,0.15146769729266218
26770,0.13379067552661902,0.6988547584337939
26771,0.06597491272315759,0.17000297208944493
26772,0.08151821505098904,0.3908501363188329
26773,0.01078759933519997,0.38071671497342546
26774,0.02733960299700544,0.5059450040370576
26775,0.12619056971864037,0.5590091954013711
26776,0.30947647865462413,0.24167607893177764
26777,0.1284454198112813,0.9198639426797475
26778,0.14852557951053327,0.1827545404124274
26779,0.10986771607756411,0.4680572586824003
26780,0.1734864469703117,0.9547987592111838
26781,0.042080243798622234,0.4112799082813615
26782,0.04680635587059785,0.3218836201602107
26783,0.07634954804727362,0.42724380584425775
26784,0.3218846147215965,0.8650459941402902
26785,0.34253655058420635,0.5115387274667904
26786,0.1306135471249514,0.2723874115964357
26787,0.11301384889913006,0.48404907486875315
26788,0.1215336258111304,0.9323115514386868
26789,0.014791454467268463,0.3011058186053508
26790,0.0670685275969225,0.3284576149547713
26791,0.05742423748057427,0.10896867603498823
26792,0.2030312218327306,0.7722635213811901
26793,0.10914826744105481,0.8860579831672095
26794,0.7926811952711956,0.908524243868677
26795,0.03904776203788218,0.9283148551040746
26796,0.05830040089521081,0.07969564328157001
26797,0.089354840808641,0.6165505879515591
26798,0.16827935477048966,0.16671605819084473
26799,0.2195731542450938,0.16190868401979314
26800,0.036008272462572884,0.9165460151914968
26801,0.24839397358254145,0.33973865581775703
26802,0.1155878272625003,0.23673020709799547
26803,0.0523628099971265,0.15258655871402357
26804,0.067749064833233,0.1481611952107931
26805,0.0865810192824325,0.2629164608221932
26806,0.062445297557093986,0.874450055754854
26807,0.662323253656556,0.9477735359374487
26808,0.26856536582727775,0.5957764981535172
26809,0.7495556338637384,0.19974804282574113
26810,0.034518339807455924,0.12016692891610525
26811,0.05477500424388789,0.05539148585589307
26812,0.14040956050233938,0.7284977532134567
26813,0.31331270370389824,0.29079552125586544
26814,0.03327491670607012,0.42929424693752327
26815,0.06943323186171428,0.17383766948389356
26816,0.037108526438620795,0.1539485698816224
26817,0.14632001270374068,0.684997746739017
26818,0.05790059623284447,0.18286156515191312
26819,0.3726173792729022,0.4304752247833053
26820,0.0990856469846,0.2979461171135554
26821,0.11679828307992457,0.4725016613550264
26822,0.21841488554797578,0.6153383035512646
26823,0.4641704977704531,0.5273707227822868
26824,0.04081090518653627,0.6872856345864146
26825,0.40059899097034435,0.7553727515930915
26826,0.08000039760989018,0.6890165204790738
26827,0.0647090519479942,0.16882239360581905
26828,0.17488631746875458,0.6548144198077317
26829,0.5874432494843446,0.9085977096979964
26830,0.07054430928038496,0.6533324670383476
26831,0.19923865939529453,0.8120108204333006
26832,0.11865491152472837,0.8090448704220977
26833,0.006872825099838528,0.29658837782055275
26834,0.12075319199510037,0.4825612285767777
26835,0.3558571221750409,0.8930772174821658
26836,0.15909338383876978,0.6189587197795152
26837,0.04090353656723269,0.014268513349081989
26838,0.11058574381587144,0.4311234750322931
26839,0.14964097869246415,0.540161946788741
26840,0.08599151872340263,0.1126573075376275
26841,0.31787270026642883,0.8148420376301444
26842,0.08331890248895359,0.2097251265588544
26843,0.043215365947640166,0.015502051089585689
26844,0.0374752847345034,0.4827952068716311
26845,0.06158302374375988,0.6772671701725782
26846,0.06381754093309558,0.709495717211845
26847,0.3299719736110689,0.08091954934805433
26848,0.037949103382505296,0.6802270754936245
26849,0.12110493391582779,0.6374003873192378
26850,0.5970153224253859,0.7156888631896517
26851,0.03319310564811397,0.050282858071149725
26852,0.04119671310512093,0.13644609670622931
26853,0.4634801658375315,0.4742513104766243
26854,0.018160289490169994,0.07716692032308778
26855,0.5934271187576482,0.8867636937774471
26856,0.10738069714085158,0.03005624805671479
26857,0.4402516507757689,0.18490909300459238
26858,0.12396434592043873,0.5866158380465772
26859,0.09354505780800565,0.14792602307335725
26860,0.11659153432271725,0.09842158060771368
26861,0.06286158632185758,0.08330559240618421
26862,0.10391142052982326,0.2706171323866347
26863,0.21467792445536205,0.40885707649139413
26864,0.4714393925557669,0.4499908815463358
26865,0.014380062219026175,0.03462417664640476
26866,0.25248959415514904,0.6689451174648295
26867,0.10541787412790145,0.16530190159865776
26868,0.762507460471702,0.9233314404769338
26869,0.11579506249617828,0.4035638403986657
26870,0.5942729264737647,0.8020750088552633
26871,0.054106415964770366,0.03887507276543684
26872,0.06428848549038071,0.4086228582447076
26873,0.15237919058598454,0.8773222926658758
26874,0.06452122621671161,0.16956223931636025
26875,0.5993381009314002,0.9340741046659115
26876,0.04740094880211603,0.038417836077666974
26877,0.07207520867390113,0.14635694190812432
26878,0.21704844256540295,0.3810897183790191
26879,0.01366896705591828,0.024645082768347044
26880,0.05555590559236954,0.14076058405625785
26881,0.03150621927284714,0.11182611176436344
26882,0.04263924398154626,0.12332311394449759
26883,0.0841307526579082,0.300760363239608
26884,0.0748106045053403,0.1743412057493449
26885,0.2126178555285771,0.8463446794545334
26886,0.07855304274390708,0.7108957146857989
26887,0.6616700935240789,0.8824062865645149
26888,0.8899050227915324,0.9461593391602043
26889,0.05073602878579017,0.12635516676030484
26890,0.13440169663561286,0.5096441997047375
26891,0.3511459697262643,0.519562144091934
26892,0.13777707250137322,0.8021487890758136
26893,0.0679908071270104,0.2174567633266713
26894,0.1426956721853584,0.28586591503461495
26895,0.09047342424882474,0.8465877629671119
26896,0.0529053202708519,0.08608735328870594
26897,0.050252894078842016,0.3413471939407428
26898,0.2248398297739794,0.6162364600484296
26899,0.06041621781018514,0.08518305042304461
26900,0.1267514146968861,0.35779555623518594
26901,0.009725221131161635,0.3262166964821256
26902,0.1875543622662671,0.9390583774967024
26903,0.22738622420204505,0.07710613192650953
26904,0.05768934249252291,0.3581420800407866
26905,0.32863041761779294,0.7659890431690751
26906,0.07205815471791623,0.30624636988121284
26907,0.01433765671084596,0.5930515273005135
26908,0.11666611196089963,0.696172153896386
26909,0.07212419253451911,0.2691890520585765
26910,0.0938848258005876,0.22747490371629786
26911,0.07385374549666102,0.11945912060215383
26912,0.4928946074430474,0.9521595242441661
26913,0.7797750629587209,0.8757684155486208
26914,0.08905645620726237,0.20180098804727103
26915,0.14817614860592357,0.7367692064877968
26916,0.0766696505466624,0.309577977687687
26917,0.006599658247653692,0.016045552517740782
26918,0.6846452617839593,0.913815630451663
26919,0.3117013805222879,0.6101739689845994
26920,0.04378531796578537,0.16286443023273828
26921,0.14107970167092784,0.8589204973634152
26922,0.054465881601855365,0.7435678289089638
26923,0.07983989099312662,0.4675115923999373
26924,0.667120255680471,0.8745788795997248
26925,0.12714899789644024,0.5564859513396174
26926,0.5908923045890141,0.406640748712904
26927,0.29283063332625314,0.6397176493306433
26928,0.051115824577418055,0.46142236842568823
26929,0.07519582468057703,0.12033540172467627
26930,0.776036689606594,0.9412021248119816
26931,0.11605444115520998,0.45777452295314447
26932,0.05070817794412428,0.8425987361366086
26933,0.08671477193005432,0.7824108250246558
26934,0.5217904875115494,0.6992517160707494
26935,0.14785836349474799,0.5411517807759085
26936,0.518524789968919,0.2944760570330733
26937,0.2584278537278304,0.6842381431051534
26938,0.07353096314476565,0.043413516360804164
26939,0.02406444591606555,0.025625751564538418
26940,0.08396958600841253,0.17265858304752343
26941,0.05391868794616799,0.37962630771440986
26942,0.5480302902827977,0.8271270538620834
26943,0.14821694705991761,0.7012514110046766
26944,0.10202177966388172,0.22752158473355802
26945,0.1325914043893579,0.5632640869296226
26946,0.1333184253091529,0.7585414149130502
26947,0.13680864708910873,0.48047332715035745
26948,0.018650344511754575,0.06662905035581794
26949,0.020301565750166884,0.052813260394195004
26950,0.03690039050858322,0.47108821083072955
26951,0.08254396755944925,0.3357784403753042
26952,0.8487072084491708,0.9367841568482356
26953,0.7435050546086868,0.9643178470182657
26954,0.06312428997363952,0.17937075228942495
26955,0.1679963791037043,0.6106259526702927
26956,0.13037208724618335,0.2774506452538134
26957,0.02933820901725401,0.8828956946825639
26958,0.28363601826958257,0.716652157076037
26959,0.032951093520959866,0.16234189341215685
26960,0.035662443243425886,0.04415330262771081
26961,0.18922102387419706,0.5248756137851578
26962,0.16590648188265722,0.8972411664563831
26963,0.1521473894855495,0.28479456995799707
26964,0.11015286998955427,0.22536181200595048
26965,0.8253124726019292,0.9582818381079464
26966,0.012889291328592269,0.022922943119026564
26967,0.14555609791338142,0.36954752909424604
26968,0.037273404146197536,0.7535497932447051
26969,0.03612202475517921,0.19247040126797157
26970,0.7030967839822096,0.40277791236401383
26971,0.08591054584439795,0.3249721417289946
26972,0.007237010574443039,0.02075701897712269
26973,0.04411333050414406,0.08358509497754395
26974,0.11389111489546386,0.3466186754292447
26975,0.0636341423128242,0.592034935158067
26976,0.8321134084287868,0.5048825501846465
26977,0.048112769953512706,0.2782392896697607
26978,0.028325092449865693,0.7807717319328927
26979,0.3495872567404516,0.6850828103071028
26980,0.05470237025658148,0.14363014842249047
26981,0.0581936776773664,0.27369741511697354
26982,0.6262613281235986,0.8604422417019797
26983,0.13886384421516093,0.5201938990182959
26984,0.08905387170201963,0.144291864596313
26985,0.0218013560599947,0.08322764494559694
26986,0.1938558052388707,0.6255908297273776
26987,0.060481842287460265,0.1571880460140261
26988,0.033558566044597365,0.15586045430623077
26989,0.3170842160002899,0.804848521110217
26990,0.013358028936079288,0.06701162645383912
26991,0.3319857131841473,0.528243629423848
26992,0.2966291339934069,0.4924924322536791
26993,0.14533414680502754,0.8073217469378106
26994,0.16422726710842825,0.3795527258619324
26995,0.14807589374476196,0.49077760649775165
26996,0.32185814816855407,0.3830684217356943
26997,0.01816076507897509,0.06526046469783736
26998,0.05842262642007275,0.08691570848093803
26999,0.35451386407243873,0.43569432006828696
27000,0.1348745864133349,0.34327794088282393
27001,0.043581474196513176,0.7410817100631587
27002,0.012630810640357178,0.290748998687622
27003,0.02706699454305572,0.06214455913652447
27004,0.10258413070239712,0.24117158338868838
27005,0.32581527785616254,0.69605291672348
27006,0.8093017032789819,0.9178635136030008
27007,0.0745736267624098,0.1790303020463679
27008,0.04251268961152265,0.04631469485754306
27009,0.07462770234064932,0.2576118258571998
27010,0.10605464307464867,0.21448432477100102
27011,0.13364888952914722,0.19900111367224615
27012,0.3977543706406398,0.6629461370732174
27013,0.1186735161277934,0.3793144530162929
27014,0.03882056851192877,0.35311520259958745
27015,0.0628032824161382,0.1478114374135604
27016,0.14492213635638,0.4046709724756288
27017,0.44933885094725085,0.7958884731143854
27018,0.11357010199959951,0.29179936264111755
27019,0.8862294674099211,0.9672158187396874
27020,0.18058960784048878,0.19548083128918556
